image_id,quality,cl1,cl2,cl3,cl4,cl5,cl6,cl7,cl8,cl9,cl10,cl11
farm1_540_20169632165_752f0dfba0_b.jpg,0.5,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
farm1_310_20198393411_fcccf64c21_b.jpg,0.55,0.2,-0.2,1.0,0.0,-0.6,0.0,0.0,0.6,0.0,0.0,-0.6
farm1_354_19931212708_7ebb65cb5d_b.jpg,0.4,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,-0.4
farm1_553_20143041260_a24a083320_b.jpg,0.6,0.4,0.2,0.8,0.2,0.6,0.2,-0.2,0.0,0.0,0.0,0.4
farm1_287_20187280442_8337e47cf9_b.jpg,0.2,0.0,0.0,0.2,-0.6,-0.4,0.0,0.2,0.0,-0.2,0.0,-0.4
farm1_375_19903878968_beb53decc2_b.jpg,0.65,0.6,0.6,0.4,-0.2,0.2,0.0,-0.4,0.2,0.2,0.0,0.6
farm1_489_20138571510_c59bd4c1a3_b.jpg,0.45,0.0,0.0,-0.2,0.0,0.2,0.0,0.0,0.0,-0.2,0.2,0.8
farm1_280_19796522878_097632ac05_b.jpg,0.5,0.2,0.2,0.2,0.2,-0.4,0.0,0.6,0.0,-0.2,0.0,-0.2
farm1_332_20073670020_b211929103_b.jpg,0.35,0.2,0.0,0.8,-0.2,-0.4,0.0,0.0,0.0,0.0,0.0,0.2
farm1_367_19986592222_8d16558f5c_b.jpg,0.35,0.0,0.2,-0.6,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,-1.0
farm1_300_19494489014_ff60cb87f3_b.jpg,0.85,0.6,0.8,0.4,-0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.4
farm1_327_20076249652_4c4a8f9a07_b.jpg,0.55,0.2,0.2,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2
farm1_260_20097957739_7feb2cbf77_b.jpg,0.55,0.2,0.2,0.2,0.8,-0.2,0.0,0.6,0.0,0.2,0.0,0.0
farm4_3710_20014217109_1e47d689eb_b.jpg,0.2,-0.4,0.2,-0.6,-0.6,0.0,0.2,-0.4,0.0,-0.2,0.0,-0.2
farm1_268_20154447872_090a4c8ed1_b.jpg,0.8,0.0,0.2,0.6,0.6,0.2,0.0,1.0,0.0,0.0,0.0,0.6
farm1_259_20079941530_10a0081fb9_b.jpg,0.0,0.0,0.0,-0.4,-0.6,-0.4,-0.4,-0.2,0.0,-0.6,0.0,-0.4
farm1_278_19969331489_302623499c_b.jpg,0.7,-0.2,0.6,0.8,0.2,0.2,0.0,1.0,0.0,-0.2,0.0,0.2
farm1_347_20212325631_2926616654_b.jpg,0.2,-0.6,0.0,-0.8,-0.2,0.0,-0.2,-0.4,0.2,-0.6,0.0,0.0
farm1_315_20204436725_4276fa3844_b.jpg,0.45,0.2,-0.4,0.8,-0.4,-0.4,0.0,0.4,0.0,0.0,0.0,-0.2
farm1_255_20199817741_1bb7b9caa9_b.jpg,0.5,-0.2,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.2,0.0,0.0
farm1_299_20192596691_ab99d5df83_b.jpg,0.375,0.2,0.4,-0.4,0.0,-0.6,0.0,0.0,0.0,-0.2,0.0,0.0
farm1_442_20003808679_4bb65b8544_b.jpg,0.8,-0.2,0.2,1.0,0.4,0.4,0.2,0.4,0.0,0.2,0.2,-0.2
farm1_279_19364570833_f6ebe38d94_b.jpg,0.35,0.2,0.4,0.4,0.2,0.0,0.0,-0.6,0.0,0.0,0.0,-0.4
farm1_373_19708752634_4032871b7f_b.jpg,0.4,-0.2,0.4,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.0,0.2
farm1_362_19660649514_51e801b0c0_b.jpg,0.3,-0.2,-0.2,-0.8,0.2,-0.2,0.0,-0.4,0.0,0.2,0.0,0.0
farm1_265_19646119714_5d705f602f_b.jpg,0.9,0.2,0.8,1.0,1.0,0.4,0.0,0.8,0.0,-0.2,0.0,0.6
farm1_295_20183706025_ba121f9be0_b.jpg,0.65,0.0,0.4,0.4,0.0,0.2,0.0,0.6,0.0,0.0,0.2,0.0
farm1_322_20174689465_e1f2f3a840_b.jpg,0.55,0.4,0.4,0.6,0.0,-0.2,0.0,0.4,0.0,-0.2,0.0,0.2
farm1_291_20166109212_03c9061dbd_b.jpg,0.7,0.4,0.6,0.0,0.4,0.0,0.0,0.4,0.0,0.2,0.0,0.2
farm1_371_20248556166_cc40cf12eb_b.jpg,0.5,0.2,0.2,0.2,0.0,0.2,0.0,-0.4,0.0,0.2,0.4,-0.2
farm1_398_20076860728_99e945dfc1_b.jpg,0.4,0.0,0.2,-0.8,0.0,-0.2,0.0,-0.4,0.2,0.4,0.0,-0.8
farm1_349_19991601910_890046a416_b.jpg,0.75,0.0,1.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2
farm1_385_19563829914_0289f263c2_b.jpg,0.6,0.2,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
