image_id,quality,cl1,cl2,cl3,cl4,cl5,cl6,cl7,cl8,cl9,cl10,cl11
farm1_329_20093612058_e80f11eebc_b.jpg,0.35,0.0,0.4,-0.8,-0.4,-0.4,0.0,-0.6,0.2,0.0,0.0,0.4
farm1_302_19926113968_7ee8c0612f_b.jpg,0.6,0.0,0.2,0.2,0.2,0.0,0.0,0.6,0.0,0.2,0.0,-0.2
farm1_284_20092866682_59f57a3686_b.jpg,0.45,0.4,0.2,0.6,0.0,-0.2,0.0,0.4,0.0,0.0,0.0,-0.2
farm1_386_19993487848_8bf135ae9c_b.jpg,0.8,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4
farm1_329_20319150612_d568ce328e_b.jpg,0.3,0.2,0.0,-0.4,0.2,0.0,0.0,-0.8,0.2,0.0,0.0,-0.4
farm1_315_20142176588_04227a4a7e_b.jpg,0.35,0.2,0.4,-0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.4
farm1_281_19461905693_ac5770a49b_b.jpg,0.4,0.2,0.2,0.2,-0.2,-0.2,-0.2,0.0,0.0,-0.2,0.2,-0.4
farm1_319_20172998076_ccb7f0817f_b.jpg,0.35,0.0,0.0,-0.6,0.0,0.0,0.0,-0.4,0.2,0.2,0.0,-0.4
farm4_3777_19540746254_0cd3ef34e6_b.jpg,0.4,-0.4,0.0,-0.6,0.0,0.2,0.0,-0.4,0.0,0.2,0.0,0.4
farm1_489_19545074183_64fd077579_b.jpg,0.6,0.0,0.2,0.4,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.2
farm1_380_20103549952_74645fb33e_b.jpg,0.25,-0.2,0.0,-0.2,-0.2,-0.8,0.0,-0.8,0.0,0.2,0.0,-0.2
farm1_310_20317592242_eb0b3348ce_b.jpg,0.7,0.2,0.6,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
farm1_475_20118752235_d5926b33b4_b.jpg,0.55,-0.2,0.0,-0.4,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.2
farm1_462_19998676620_7e3f32491c_b.jpg,0.55,0.2,0.6,0.0,0.0,0.4,0.0,-0.2,0.0,0.0,0.0,0.0
farm1_320_20171542912_283484bc1c_b.jpg,0.15,0.0,0.2,-0.4,0.0,-0.8,0.0,-0.4,0.0,0.0,0.0,-0.8
farm1_380_19571550244_071c098b9a_b.jpg,0.5,0.0,0.2,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,-0.2
farm1_366_19947224989_2c1d7309ed_b.jpg,0.4,0.0,0.2,0.0,-0.2,0.2,0.0,0.4,0.0,0.0,0.0,-0.4
farm1_349_19571424264_feac314e24_b.jpg,0.3,0.2,0.2,0.2,0.0,-0.2,0.0,-0.2,0.0,-0.2,0.0,-0.6
farm1_339_20303473716_7fe06354cd_b.jpg,0.625,0.333,0.667,0.667,0.0,0.0,0.0,0.167,0.0,0.0,0.167,0.5
farm1_470_19568101494_0640cb8372_b.jpg,0.4,0.2,0.0,-0.2,0.0,-0.8,0.0,-0.6,0.2,0.0,0.0,-0.2
farm1_313_20323444302_1b6e1b93d6_b.jpg,0.312,-0.2,0.4,-0.2,-0.2,-0.4,0.0,-0.6,0.2,-0.2,0.0,-0.2
farm1_376_19366702694_31b18bd3d4_b.jpg,0.35,0.0,0.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.0,-0.6
farm1_385_20143864560_c727397fc4_b.jpg,0.45,0.2,0.0,0.2,-0.2,-0.2,0.0,0.4,0.0,-0.4,0.0,0.0
farm1_355_19973741780_d305669631_b.jpg,0.45,0.2,0.2,-0.6,0.0,0.4,0.0,0.2,0.0,-0.2,0.0,0.0
farm1_302_20264323872_8ec79ed521_b.jpg,0.7,0.2,0.0,0.8,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.2
farm1_314_19557906524_e14bbd7691_b.jpg,0.65,0.0,0.6,0.6,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0
farm1_375_19654338123_c145eae7b7_b.jpg,0.25,0.0,-0.2,-0.4,0.0,-0.6,0.0,0.0,0.0,-0.4,0.0,-0.4
farm1_432_19649385034_4e7e74cced_b.jpg,0.4,0.0,-0.2,0.4,0.2,-0.6,0.0,0.0,0.0,-0.2,0.0,0.2
farm1_278_19485425644_774257bbfb_b.jpg,0.5,0.0,0.4,0.6,0.0,-0.4,0.0,0.2,0.0,0.2,0.0,0.0
farm1_333_20075924510_60643ecbb6_b.jpg,0.55,-0.4,0.0,0.6,0.2,0.4,-0.2,1.0,0.2,0.4,0.2,-0.6
farm1_257_19547658554_0ae8c7b580_b.jpg,0.55,-0.2,0.2,-0.2,-0.2,0.0,0.0,0.8,0.0,0.0,0.0,-0.2
farm1_408_19655941273_a11a38520a_b.jpg,0.4,0.2,0.4,-0.4,0.0,-0.2,0.0,-0.2,0.0,0.2,0.0,0.4
farm1_336_19984398110_8559302b8e_b.jpg,0.5,0.0,0.4,0.2,-0.6,0.2,0.0,0.8,0.0,-0.2,0.0,-0.2
farm1_377_20011060650_60babeba4a_b.jpg,0.65,0.0,0.8,0.8,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2
farm1_519_20097945158_7f89d1d33a_b.jpg,0.85,0.6,0.8,0.8,0.2,0.6,0.0,0.4,0.0,0.2,0.0,0.2
farm1_295_19882427800_fb479d393c_b.jpg,0.0,0.0,-0.2,-0.8,-0.6,-0.8,0.0,-0.6,0.2,0.0,0.0,-0.2
farm1_351_20155436855_dfb6ed91e2_b.jpg,0.45,0.0,0.2,1.0,0.0,-0.2,0.0,0.0,0.0,-0.6,0.2,-0.6
farm1_315_19588286203_193e014f40_b.jpg,0.45,0.0,-0.2,0.2,-0.2,-0.4,0.0,-0.6,0.0,0.0,0.0,0.2
farm1_515_19910737220_4a790eb510_b.jpg,0.45,0.2,0.2,0.2,-0.2,-0.4,0.0,0.0,0.0,0.0,0.0,-0.6
farm1_347_19548113074_0325677bee_b.jpg,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2
farm1_263_19548255734_99d5320c1c_b.jpg,0.7,0.0,0.4,0.4,0.0,0.2,0.0,0.2,0.6,0.2,0.6,-0.6
farm1_465_20205184465_6258b8184e_b.jpg,0.2,-0.2,-0.2,-0.8,0.0,-0.2,-0.2,-1.0,0.0,-0.6,0.0,-0.4
farm1_310_20175821552_468a2a43c0_b.jpg,0.7,0.0,0.8,0.6,-0.2,0.2,0.0,0.6,0.0,0.2,0.0,-0.4
farm1_324_19906826348_6ebca14e36_b.jpg,0.95,0.0,0.6,1.0,0.8,0.2,0.0,1.0,0.0,0.2,0.0,0.0
farm1_481_19582484564_d5286f525c_b.jpg,0.8,0.2,0.4,0.6,1.0,0.4,0.2,1.0,0.0,0.0,0.0,0.4
farm1_408_20059892462_ccff16a529_b.jpg,0.5,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
farm1_396_20156567856_8b72988708_b.jpg,0.35,0.2,0.4,-0.2,0.0,-0.2,0.0,-0.2,0.0,0.2,0.0,-0.4
farm1_363_19646772844_1cd63ffb43_b.jpg,0.25,-0.2,-0.2,-0.2,0.0,-0.6,0.0,-0.8,0.0,-0.6,0.0,0.0
farm4_3807_19568240194_b30ce35541_b.jpg,0.5,0.0,0.0,0.0,0.0,-0.4,-0.2,0.0,0.6,0.4,0.2,-0.4
farm1_270_20142795985_f95e7d7805_b.jpg,0.75,0.0,0.4,0.6,0.0,0.2,0.2,0.6,0.0,0.2,0.0,0.6
farm1_400_20171903166_8acd1c63e8_b.jpg,0.7,0.2,0.4,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6
farm1_364_20273260132_24848f10fd_b.jpg,0.3,0.0,0.2,-0.8,0.0,0.2,0.0,-0.8,0.2,-0.2,0.0,-0.2
farm1_269_20147986792_2462d5dafe_b.jpg,0.3,0.0,-0.2,-0.2,0.0,0.4,0.0,-0.2,0.0,0.0,0.0,-0.6
farm1_263_20198534005_37c0accdee_b.jpg,0.45,0.2,0.0,-0.4,0.0,0.0,0.0,-0.2,0.0,0.2,0.0,-0.2
farm4_3751_20093924542_7867b324fb_b.jpg,0.35,0.0,0.6,0.0,0.2,-0.2,0.0,0.4,0.0,-0.2,0.0,0.0
farm1_522_19577120074_a0d08149d6_b.jpg,0.6,0.2,0.0,1.0,-0.2,0.2,0.0,-0.2,0.0,0.0,0.0,0.0
farm1_363_20138853028_d34cb92898_b.jpg,0.5,0.2,0.6,0.2,0.0,0.6,0.0,-0.4,0.0,0.0,0.0,0.2
farm1_383_19572159753_cefb1858c6_b.jpg,0.5,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,-0.2,0.0,0.0
farm1_538_20157008295_e475d3ac14_b.jpg,0.3,-0.2,0.0,-0.2,0.0,-0.4,0.0,-0.2,0.2,0.4,0.0,-0.2
farm1_380_20275729871_8c77c9e551_b.jpg,0.25,0.2,0.2,-0.2,0.0,-0.2,0.0,-1.0,0.0,-0.2,0.0,-1.0
farm1_362_20144013301_87e1bfef05_b.jpg,0.5,0.0,0.6,0.4,0.2,0.0,0.0,0.4,0.0,-0.2,0.0,-0.6
farm4_3802_19948156278_3156fd6aec_b.jpg,0.55,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.2
farm1_258_20153809956_705333fa61_b.jpg,0.75,0.0,0.6,0.4,1.0,0.0,0.0,0.4,0.0,0.2,0.0,0.4
farm1_439_20292560871_db35195bd1_b.jpg,0.35,0.0,0.0,-0.6,0.2,-0.2,0.0,-0.4,0.0,-0.2,0.0,-0.2
farm1_282_19489068943_4e0b88d849_b.jpg,0.1,-0.6,0.0,-0.4,0.0,-0.2,0.0,-0.2,0.0,-0.4,0.0,-0.4
farm1_280_20112605992_11bc8da98a_b.jpg,0.45,0.0,0.2,0.4,0.2,0.0,0.0,-0.6,0.0,-0.4,0.0,-0.4
farm1_401_20117120811_ef193ea90c_b.jpg,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
farm4_3681_20128002382_bfd5e4eb47_b.jpg,0.7,0.0,0.8,0.4,0.8,0.0,0.0,0.0,0.2,0.8,0.0,0.0
farm1_425_20078210788_3c656ba437_b.jpg,0.55,0.0,0.2,-0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.4
farm1_523_20173863632_36f37efeee_b.jpg,0.55,0.4,0.4,0.4,0.0,0.2,-0.2,0.0,0.0,0.4,0.0,-0.2
farm4_3697_20177546305_db48cca238_b.jpg,0.35,0.2,0.4,-0.6,0.2,-0.8,0.0,0.0,0.2,0.0,0.0,-0.2
farm1_299_20175603251_dca69d40fc_b.jpg,0.0,0.0,0.0,-0.6,-0.8,-0.8,-0.4,-0.8,0.0,0.2,0.0,0.0
farm1_372_19584267503_dbcfc91d93_b.jpg,0.75,0.0,0.2,0.4,1.0,0.0,0.2,0.6,0.0,0.0,0.0,-0.2
